7249698d-ae70-354d-9465-ae8311026de1	Kinohalle Waldkino 	Cinema
(52.5096989,13.3720495)	CineStar Berlin - Original im Sony Center	City
3d84b231-d3ab-3927-b9f4-1a0418fbeef5	Cavalleria rusticana / Pagliacci	Film
48d7ef73-6367-3e87-9110-53b7c5d93f73	KIF - Kino in der Fabrik	Cinema
ff816056-a203-3f6c-9041-e77c02395aac	Political Portraits	Film
5968c630-cd68-3b6f-bfe5-cde851807270	Humphrey Bogart	Person
(51.34560695,8.28382307325413)	Meschede	City
8e381698-c0e3-3406-959b-98d07605036a	CT-Lichtspiele	Cinema
d910e9c6-a0e8-3cb2-801d-6190055aeb87	Walter Sittler	Person
183b3928-cf30-3671-8172-586e0fa89e71	Krone-Theater	Cinema
5e17e067-afcf-31ce-8a7d-1c9c4f7432cd	Filmgalerie	Cinema
0eead1d2-3108-3b0d-906c-37642ff3e040	Arthur Q. Bryan	Person
d08b3880-4dcc-368c-8b78-3b41b827d904	Tilda Swinton	Person
(50.8957505,14.8068311)	Zittau	City
b02fe45e-ba39-3a19-8e7e-9838ed5ed124	Demi Lovato	Person
0a03c3f1-45b1-37bf-9b2f-126da7dc6f96	Am Ende eines viel zu kurzen Tages	Film
48b4a9c0-606c-395a-a1e4-e1cba45abe1a	Louis Klamroth	Person
0fb72d05-37b9-38f3-8cd1-8a2737cb5027	Residenz-Kino-Center	Cinema
33883977-bd1f-3832-bd1c-abd268014ed4	The Greatest Director You Never Heard Of	Film
121eeb92-bc0b-3241-9bbf-fa817d65d3d0	s	Film
a0119d75-bd58-3e16-842a-8685075eb19a	Welt der Erfindungen	Film
a3ca4fb2-d042-361b-81d0-75c9eae3a3b7	City of Lies	Film
67f2afae-1286-3dc9-82bf-1e01b08249b3	A. Michael Baldwin	Person
0afefee1-64bf-3d74-bb70-f7c829e1656c	Aleksandrs Antonenko	Person
(50.042346,8.7136379)	Dreieich	City
65899222-ec82-3ca5-aa38-9c8057980427	Бабочки	Film
764cfa3b-677c-3d1c-befe-5902895d719e	Heike Thiem-Schneider	Person
95fc1bcd-a7d1-39d1-929c-3f8ba75c29c1	Cineplex Penzing	Cinema
de9f5218-0e2c-3efe-a582-1ea33ee40d4b	Hollywood	Cinema
89a4e15e-12be-32a9-83e0-ba0eee21b22d	Stephen Cromwell	Person
e70783d2-f330-3d4f-af77-165c547c1ae1	Gerard McMurray	Person
(50.5843957,8.6792185)	Gießen	City
d084fecf-c0fa-3209-8018-edba715a0ad7	The Cutting Edge	Film
5230c2eb-25b6-3292-a8bf-20e631f6d126	Stirb langsam	Film
03510084-3ce1-3ecc-b3d5-27e363ecca48	Laurence Burton	Person
f344a331-03f8-3024-96b0-9c76730cb026	Ritterhuder Lichtspiele	Cinema
3d67f7d2-91a5-3f54-a6c8-f08c1b39b967	Kleines Theater Schillerstraße	Cinema
464a635e-da4a-3736-85aa-9ef22fa879e4	Game Night	Film
51b469d3-de75-3e6f-990a-c356148f9cb9	John Brungot	Person
(50.9438594,6.9422073)	Köln	City
9c16202f-2fdb-387c-84b9-8e6c53e6173a	Gen Hoshino	Person
3846bedb-eee5-306d-b172-b4196ca02647	J.K. Simmons	Person
4b33ed35-0947-3ec4-9f27-722b4add9664	Wildhexe	Film
(54.7715929,8.9746424)	Leck	City
a4d29199-9078-3d91-a9c9-14a2500cc98a	Dwayne Croft	Person
bafbdfb2-fe37-3f7f-8a65-47cfcd0469a0	Rudolf Thome	Film
7088b136-c9f9-3062-ab62-6aed47d167db	Love, etc.	Film
98250bb3-57c8-3a13-adc0-bd9fddff7b97	MET Opera	Film
8a2128b4-80d7-32e9-8ad0-5a9b1a6cdf03	Valerio Aprea	Person
2594411d-b770-3042-b4bb-9c6fb01a713d	Bolshoi Ballet: Der Nussknacker (Live 2018)	Film
2af94196-7bd8-3798-a106-80afcfd9a70f	Can't Buy Me Lunch	Film
015c6516-5f71-3d6e-b30c-08a8847f98ea	Rene Russo	Person
b3ea9dd7-1e30-3eb4-896b-d7260d1fbe28	Harsefelder Lichtspiele	Cinema
0608ae1b-8453-3841-8400-2c319f596ac7	Jane	Film
c059c480-18c2-3bd8-a369-0f12dbc619b4	James Ponce	Person
c72ad7a2-0059-3316-86b4-ddb3716ebc44	Hostiles	Film
(54.0781127,13.9108918)	Zinnowitz	City
f20866ec-ddfc-35dd-b4ef-3cd7e7092ba9	Clémentine Margaine	Person
ecd65903-0843-3ad1-80cb-4710b36d4b4b	Tim Burton	Person
38b8aa80-da7b-3cb8-8d94-fdd8f89696ce	Paul Rudd	Person
6443a822-e0ce-31f6-89f4-9f72619b6cc1	Blue Boxx	Cinema
2698a02c-2db2-3aee-a6a5-4e6d299d4ead	Solo	Film
fda3ca07-4d68-387e-9273-faf4b02ff340	Roman Polanski: Mein Leben	Film
d1a01d74-1dc8-360b-b621-b765efdbc4c7	Dennis Hopper: Uneasy Rider	Film
cec80253-00d9-3422-b991-b7ae1af9f887	Stewart Arnott	Person
f3765552-ff65-36d5-b4cd-ab14e95cf552	La Bohème	Film
2ad6029f-b869-3d60-9de9-4c7ac73cb65a	Apollo Theater	Cinema
96b32714-d750-374c-93f8-f873c93fe1e3	Die Goonies	Film
6c112d7b-1fbb-37a3-8278-8ccce55df89f	Rex-Filmpalast Pforzheim	Cinema
f7914633-200c-3c74-b9c5-47ed3dd824b9	Hamilton Lewis	Person
3162c8da-c1b3-362c-b31d-67877f2a1f3c	Barbara Bredero	Person
363426a5-1fb2-386d-abc9-8fe2479102ce	Unter deutschen Betten	Film
8dcda24e-c70a-317d-a341-fd7e6a688fb7	seenema - Stadtkino Bad Waldsee eG	Cinema
